School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK
2015-2016,1227814,Special Ed AM Run,1334,M601,Heavy Traffic,02909,11/6/15 7:42,11/6/15 7:43,Manhattan,LEESEL TRANSP CORP (B2192,20,7,Yes,Yes,No,11/6/15 7:43,,11/6/15 7:43,Running Late,School-Age
2015-2016,1227816,Special Ed AM Run,2042,K396,Heavy Traffic,16409,11/6/15 7:42,11/6/15 7:43,Brooklyn,"RELIANT TRANS, INC. (B232",,10,Yes,Yes,Yes,11/6/15 7:43,,11/6/15 7:43,Running Late,School-Age
2015-2016,1227817,General Ed AM Run,2576,X2300,Other,11255,11/6/15 7:43,11/6/15 7:44,Bronx,BOBBY`S BUS CO. INC.,20MIN,10,Yes,Yes,No,11/6/15 7:44,,11/6/15 7:44,Running Late,School-Age
2015-2016,1227819,Special Ed AM Run,2589,M995,Heavy Traffic,03480,11/6/15 7:44,11/6/15 7:46,Manhattan,"RELIANT TRANS, INC. (B232",30 MIN,3,Yes,No,Yes,11/6/15 7:46,,11/6/15 7:46,Running Late,School-Age
2015-2016,1227820,Special Ed AM Run,1329,M981,Heavy Traffic,03001,11/6/15 7:43,11/6/15 7:46,Manhattan,LEESEL TRANSP CORP (B2192,23,2,Yes,Yes,No,11/6/15 7:46,,11/6/15 7:46,Running Late,School-Age
2015-2016,1227821,Special Ed AM Run,1456,M536,Heavy Traffic,02312,11/6/15 7:46,11/6/15 7:47,Manhattan,LEESEL TRANSP CORP (B2192,20,2,Yes,Yes,No,11/6/15 7:47,,11/6/15 7:47,Running Late,School-Age
2015-2016,1227822,Special Ed AM Run,1721,M098,Heavy Traffic,04112,11/6/15 7:47,11/6/15 7:47,Manhattan,PHILLIP BUS CORP (B2192),15min,3,Yes,No,No,11/6/15 7:47,,11/6/15 7:47,Running Late,School-Age
2015-2016,1227823,Special Ed AM Run,5528,X283,Heavy Traffic,11153,11/6/15 7:47,11/6/15 7:48,Bronx,"RELIANT TRANS, INC. (B232",20 MIN,10,No,No,No,11/6/15 7:48,,11/6/15 7:48,Running Late,School-Age
2015-2016,1227824,Special Ed AM Run,90,W782,Heavy Traffic,75908,11/6/15 7:50,11/6/15 7:48,Westchester,MAR-CAN TRANSPORT CO. INC,15MINS,10,Yes,No,No,11/6/15 7:48,,11/6/15 7:50,Running Late,School-Age
2015-2016,1227825,Special Ed AM Run,NI-4490,K103,Heavy Traffic,17161,11/6/15 7:47,11/6/15 7:49,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",35 MINS,12,Yes,Yes,No,11/6/15 7:49,,11/6/15 7:49,Running Late,School-Age
2017-2018,1423313,Special Ed AM Run,1457,J714,Heavy Traffic,"7,500,375,140",3/22/18 7:47,3/22/18 7:56,New Jersey,"RELIANT TRANSPORTATION, INC (B2321)",46-60 Min,0,Yes,Yes,Yes,3/22/18 7:56,,1/1/00 0:00,Running Late,School-Age
2017-2018,1423398,Special Ed PM Run,626,L772,Other,"20,915,217,362,174,100,000",3/22/18 14:20,3/22/18 14:22,Brooklyn,HAPPY CHILD TRANS LLC (B2192),16-30 Min,0,Yes,Yes,No,3/22/18 14:22,,1/1/00 0:00,Running Late,School-Age
2015-2016,1224706,Pre-K/EI,359,3,Heavy Traffic,C457,10/26/15 7:19,10/26/15 7:20,Bronx,"G.V.C., LTD.",20 MINUTES,6,Yes,Yes,No,10/26/15 7:20,,10/26/15 7:31,Running Late,Pre-K
2015-2016,1225292,Special Ed PM Run,40265,K812,Other,22902,10/27/15 13:20,10/27/15 13:27,Brooklyn,"BORO TRANSIT, INC.",20 mins,0,Yes,Yes,No,10/27/15 13:27,,10/27/15 13:27,Running Late,School-Age
2015-2016,1227826,Special Ed AM Run,2007,M132,Heavy Traffic,02347,11/6/15 7:48,11/6/15 7:49,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 7:49,,11/6/15 7:49,Running Late,School-Age
2015-2016,1227827,General Ed AM Run,622,Q2909,Flat Tire,"29059, 29432",11/6/15 7:36,11/6/15 7:50,Queens,PIONEER TRANSPORTATION CO,40 mins,0,Yes,No,No,11/6/15 7:50,,11/6/15 7:50,Running Late,School-Age
2015-2016,1227828,Pre-K/EI,9345,1,Other,C375,11/6/15 7:49,11/6/15 7:51,Bronx,"G.V.C., LTD.",20 MINS,7,Yes,Yes,No,11/6/15 7:51,,11/6/15 7:51,Running Late,Pre-K
2015-2016,1227829,Special Ed AM Run,1105,L534,Heavy Traffic,13046,11/6/15 7:49,11/6/15 7:51,Brooklyn,"RELIANT TRANS, INC. (B232",30 MIN,4,No,No,Yes,11/6/15 7:51,,11/6/15 7:51,Running Late,School-Age
2015-2016,1227830,General Ed AM Run,15104,Q2982,Mechanical Problem,26208,11/6/15 7:45,11/6/15 7:51,Queens,QUALITY TRANSPORTATION CO,,0,No,No,No,11/6/15 7:51,,11/6/15 7:51,Breakdown,School-Age
2015-2016,1227831,General Ed AM Run,2333,Q2855,Flat Tire,28157,11/6/15 7:20,11/6/15 7:51,Queens,JOFAZ TRANSPORTATION INC.,,0,No,No,No,11/6/15 7:51,,11/6/15 7:54,Breakdown,School-Age
2015-2016,1227832,Special Ed AM Run,1420,M183,Heavy Traffic,06028,11/6/15 7:51,11/6/15 7:51,Manhattan,LEESEL TRANSP CORP (B2192,20,5,Yes,Yes,No,11/6/15 7:51,,11/6/15 7:51,Running Late,School-Age
2015-2016,1227833,Special Ed AM Run,1258,M622,Heavy Traffic,04839,11/6/15 7:45,11/6/15 7:51,Manhattan,HOYT TRANSPORTATION CORP.,20 mint,4,Yes,Yes,No,11/6/15 7:51,,11/6/15 7:51,Running Late,School-Age
2015-2016,1227834,Special Ed AM Run,1447,M605,Heavy Traffic,02909,11/6/15 7:51,11/6/15 7:52,Manhattan,LEESEL TRANSP CORP (B2192,20,2,Yes,Yes,No,11/6/15 7:52,,11/6/15 7:52,Running Late,School-Age
2015-2016,1227838,Pre-K/EI,116,5,Other,C178,11/6/15 7:52,11/6/15 7:54,Bronx,"G.V.C., LTD.",15MIN,7,Yes,Yes,Yes,11/6/15 7:54,,11/6/15 7:54,Running Late,Pre-K
2015-2016,1227839,Special Ed AM Run,HA 540,P862,Other,26187,11/6/15 7:54,11/6/15 7:56,Queens,HAPPY CHILD TRANS LLC (B2,90 Mins,2,Yes,Yes,No,11/6/15 7:56,,11/6/15 7:56,Running Late,School-Age
2015-2016,1227842,Special Ed AM Run,HA 618,L040,Other,14646,11/6/15 7:56,11/6/15 7:57,Brooklyn,HAPPY CHILD TRANS LLC (B2,60 MINS,2,Yes,Yes,No,11/6/15 7:57,,11/6/15 7:57,Running Late,School-Age
2015-2016,1227843,Special Ed AM Run,HA 568,M689,Other,02611,11/6/15 7:56,11/6/15 7:57,Manhattan,HAPPY CHILD TRANS LLC (B2,60 Mins,0,Yes,Yes,No,11/6/15 7:57,,11/6/15 7:57,Running Late,School-Age
2015-2016,1227844,Special Ed AM Run,2105,Q029,Accident,25025,11/6/15 7:45,11/6/15 7:57,Queens,ALLIED TRANSIT CORP.,30-60 min,11,Yes,Yes,No,11/6/15 7:57,,11/6/15 7:57,Running Late,School-Age
2015-2016,1227845,Special Ed AM Run,HA 508,L984,Heavy Traffic,20192,11/6/15 7:58,11/6/15 7:58,Brooklyn,HAPPY CHILD TRANS LLC (B2,30 Mins,2,Yes,Yes,No,11/6/15 7:58,,11/6/15 7:58,Running Late,School-Age
2015-2016,1227846,Special Ed AM Run,HA 542,L899,Other,14257,11/6/15 7:58,11/6/15 7:58,Brooklyn,HAPPY CHILD TRANS LLC (B2,60 MINS,2,Yes,Yes,No,11/6/15 7:58,,11/6/15 7:58,Running Late,School-Age
2015-2016,1227847,Special Ed AM Run,1311,M576,Heavy Traffic,02632,11/6/15 7:58,11/6/15 7:58,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 7:58,,11/6/15 7:58,Running Late,School-Age
2017-2018,1423458,General Ed AM Run,027,R1039,Heavy Traffic,31051,3/23/18 6:11,3/23/18 6:12,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,3/23/18 6:12,,1/1/00 0:00,Running Late,School-Age
2017-2018,1423459,Special Ed AM Run,1406,M077,Heavy Traffic,01616,3/23/18 6:10,3/23/18 6:12,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,0,Yes,Yes,No,3/23/18 6:12,,1/1/00 0:00,Running Late,School-Age
2015-2016,1225293,General Ed PM Run,2603,Q9493,Mechanical Problem,24005,10/27/15 13:17,10/27/15 13:33,Queens,BOBBY`S BUS CO. INC.,,0,Yes,No,Yes,10/27/15 13:33,,10/27/15 13:39,Breakdown,School-Age
2015-2016,1227848,Special Ed AM Run,424D,X797,Won`t Start,11458,11/6/15 7:54,11/6/15 7:59,Bronx,LITTLE RICHIE BUS SERVICE,,8,Yes,Yes,No,11/6/15 7:59,,11/6/15 7:59,Breakdown,School-Age
2015-2016,1227849,Special Ed AM Run,HA 588,L836,Heavy Traffic,22902,11/6/15 7:58,11/6/15 7:59,Brooklyn,HAPPY CHILD TRANS LLC (B2,45 Mins,2,Yes,Yes,No,11/6/15 7:59,,11/6/15 7:59,Running Late,School-Age
2015-2016,1227851,Special Ed AM Run,HA 632,L848,Heavy Traffic,22902,11/6/15 7:58,11/6/15 7:59,Brooklyn,HAPPY CHILD TRANS LLC (B2,60 MINS,2,Yes,Yes,No,11/6/15 7:59,,11/6/15 7:59,Running Late,School-Age
2015-2016,1227852,Special Ed AM Run,HA 9970,M083,Other,01134,11/6/15 7:59,11/6/15 8:00,Manhattan,HAPPY CHILD TRANS LLC (B2,60 Mins.,3,Yes,Yes,No,11/6/15 8:00,,11/6/15 8:00,Running Late,School-Age
2015-2016,1227853,Special Ed AM Run,1819,L032,Heavy Traffic,"2,086,520,915",11/6/15 7:56,11/6/15 8:01,Brooklyn,B & F SKILLED INC.(B2192),20mins,2,Yes,Yes,No,11/6/15 8:01,,11/6/15 8:01,Running Late,School-Age
2015-2016,1227857,General Ed AM Run,20440,M1339,Heavy Traffic,02183,11/6/15 8:02,11/6/15 8:04,Manhattan,SNT BUS INC,15/20 MINS,0,Yes,No,No,11/6/15 8:04,,11/6/15 8:35,Running Late,School-Age
2015-2016,1227858,General Ed AM Run,23490,M1124,Heavy Traffic,02900,11/6/15 8:04,11/6/15 8:05,Manhattan,SNT BUS INC,10-15 MIN,11,Yes,No,Yes,11/6/15 8:05,,11/6/15 8:09,Running Late,School-Age
2015-2016,1227862,Special Ed AM Run,1381,M921,Heavy Traffic,02930,11/6/15 8:09,11/6/15 8:10,Manhattan,LEESEL TRANSP CORP (B2192,20,5,Yes,Yes,No,11/6/15 8:10,,11/6/15 8:10,Running Late,School-Age
2015-2016,1227863,Special Ed AM Run,3124,M373,Heavy Traffic,02116,11/6/15 8:09,11/6/15 8:10,Manhattan,"RELIANT TRANS, INC. (B232",,7,Yes,Yes,Yes,11/6/15 8:10,,11/6/15 8:10,Running Late,School-Age
2015-2016,1227865,Special Ed AM Run,19317,M029,Mechanical Problem,02300,11/6/15 8:03,11/6/15 8:11,Manhattan,"BORO TRANSIT, INC.",45 MIN,10,Yes,No,Yes,11/6/15 8:11,,11/6/15 8:19,Running Late,School-Age
2015-2016,1227866,Special Ed AM Run,197,W706,Heavy Traffic,75442,11/6/15 7:59,11/6/15 8:12,Westchester,MAR-CAN TRANSPORT CO. INC,20 mins,3,No,Yes,No,11/6/15 8:12,,11/6/15 8:12,Running Late,School-Age
2015-2016,1227867,Special Ed AM Run,1184,K746,Heavy Traffic,16406,11/6/15 8:10,11/6/15 8:12,Brooklyn,"RELIANT TRANS, INC. (B232",,0,No,No,No,11/6/15 8:12,,11/6/15 8:12,Running Late,School-Age
2015-2016,1227868,Special Ed AM Run,1417,M678,Other,03417,11/6/15 8:13,11/6/15 8:14,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 8:14,,11/6/15 8:14,Running Late,School-Age
2015-2016,1227871,Pre-K/EI,358,2,Heavy Traffic,C195,11/6/15 8:17,11/6/15 8:20,Bronx,"G.V.C., LTD.",15MIN,12,Yes,Yes,Yes,11/6/15 8:20,,11/6/15 8:20,Running Late,Pre-K
2015-2016,1227872,Pre-K/EI,GV0952,7,Heavy Traffic,C579,11/6/15 8:19,11/6/15 8:20,Bronx,"G.V.C., LTD.",10MIN,0,Yes,Yes,No,11/6/15 8:20,,11/6/15 8:20,Running Late,Pre-K
2015-2016,1227873,Special Ed AM Run,1358,M490,Heavy Traffic,03004,11/6/15 8:20,11/6/15 8:21,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 8:21,,11/6/15 8:21,Running Late,School-Age
2015-2016,1227874,Pre-K/EI,358,2,Heavy Traffic,C353,11/6/15 8:20,11/6/15 8:22,Bronx,"G.V.C., LTD.",20MIN,4,Yes,Yes,Yes,11/6/15 8:22,,11/6/15 8:22,Running Late,Pre-K
2015-2016,1227875,Pre-K/EI,730,8,Other,S188,11/6/15 8:13,11/6/15 8:22,Bronx,"G.V.C., LTD.",10MINUTES,7,Yes,Yes,No,11/6/15 8:22,,11/6/15 8:22,Running Late,Pre-K
2017-2018,1423460,Special Ed AM Run,1421,M966,Heavy Traffic,02990,3/23/18 6:12,3/23/18 6:12,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,3/23/18 6:12,,1/1/00 0:00,Running Late,School-Age
2015-2016,1227876,Special Ed AM Run,2213,L510,Heavy Traffic,22657,11/6/15 8:21,11/6/15 8:23,Bronx,"RELIANT TRANS, INC. (B232",20 MIN,3,Yes,No,Yes,11/6/15 8:23,,11/6/15 8:23,Running Late,School-Age
2015-2016,1227877,Special Ed AM Run,2028,L524,Heavy Traffic,17246,11/6/15 8:20,11/6/15 8:23,Bronx,"RELIANT TRANS, INC. (B232",,6,Yes,Yes,Yes,11/6/15 8:23,,11/6/15 8:23,Running Late,School-Age
2015-2016,1227878,General Ed AM Run,27718,M1004,Heavy Traffic,03809,11/6/15 8:23,11/6/15 8:24,Manhattan,SNT BUS INC,10-15 MIN,0,Yes,No,Yes,11/6/15 8:24,,11/6/15 8:26,Running Late,School-Age
2015-2016,1227879,Pre-K/EI,7003,B0561A,Heavy Traffic,C126,11/6/15 8:15,11/6/15 8:25,Brooklyn,L & M BUS CORP.,20 MINS,8,Yes,Yes,Yes,11/6/15 8:25,,11/6/15 8:57,Running Late,Pre-K
2015-2016,1227880,Special Ed AM Run,5416,M057,Heavy Traffic,03710,11/6/15 8:23,11/6/15 8:25,Manhattan,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/6/15 8:25,,11/6/15 8:25,Running Late,School-Age
2015-2016,1227881,Special Ed AM Run,14101,M179,Heavy Traffic,06322,11/6/15 8:25,11/6/15 8:25,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 8:25,,11/6/15 8:25,Running Late,School-Age
2015-2016,1227883,Pre-K/EI,1240,M35,Heavy Traffic,C495,11/6/15 8:20,11/6/15 8:35,Bronx,PHILLIPS BUS SERVICE,20-25 MINS,11,Yes,Yes,Yes,11/6/15 8:35,,11/6/15 8:35,Running Late,Pre-K
2015-2016,1227886,Pre-K/EI,GV0954,5,Heavy Traffic,C579,11/6/15 8:43,11/6/15 8:46,Bronx,"G.V.C., LTD.",10MIN,0,No,Yes,No,11/6/15 8:46,,11/6/15 8:46,Running Late,Pre-K
2015-2016,1227887,Special Ed AM Run,31146,M440,Other,02138,11/6/15 7:30,11/6/15 9:23,Manhattan,CONSOLIDATED BUS TRANS. I,,0,Yes,No,No,11/6/15 9:23,,11/6/15 9:23,Breakdown,School-Age
2015-2016,1227890,Special Ed Field Trip,39308,M440,Other,02138,11/6/15 9:30,11/6/15 10:03,Manhattan,CONSOLIDATED BUS TRANS. I,,0,Yes,No,Yes,11/6/15 10:03,,11/6/15 10:03,Breakdown,School-Age
2015-2016,1227891,Special Ed Field Trip,5695D,P250,Heavy Traffic,30004,11/6/15 10:00,11/6/15 10:16,,LOGAN BUS COMPANY INC.,30mins,0,Yes,Yes,No,11/6/15 10:16,,11/6/15 10:16,Running Late,School-Age
2015-2016,1227892,General Ed PM Run,27723,M9020,Heavy Traffic,02886,11/6/15 11:42,11/6/15 12:15,Manhattan,SNT BUS INC,,0,Yes,No,No,11/6/15 12:15,,11/6/15 12:15,Running Late,School-Age
2015-2016,1227893,General Ed PM Run,25609,M9149,Heavy Traffic,02886,11/6/15 12:00,11/6/15 12:19,Manhattan,SNT BUS INC,,0,Yes,No,No,11/6/15 12:19,,11/6/15 12:19,Running Late,School-Age
2015-2016,1227894,Special Ed Field Trip,184,K987,Won`t Start,19466,11/6/15 12:39,11/6/15 12:41,Brooklyn,Y & M TRANSIT CORP (B2192,,6,Yes,Yes,No,11/6/15 12:41,,11/6/15 16:41,Breakdown,School-Age
2015-2016,1227896,Special Ed PM Run,54069,Q439,Other,24409,11/6/15 12:58,11/6/15 13:01,Queens,"BORO TRANSIT, INC.",,0,Yes,Yes,No,11/6/15 13:01,,11/6/15 13:19,Breakdown,School-Age
2015-2016,1227897,Special Ed PM Run,9034,K112,Late return from Field Trip,22251,11/6/15 13:14,11/6/15 13:15,Brooklyn,L & M BUS CORP. (B2192),15 mins,18,Yes,Yes,No,11/6/15 13:15,,11/6/15 13:17,Running Late,School-Age
2015-2016,1227902,General Ed PM Run,3001,Q9972,Late return from Field Trip,29033,11/6/15 13:30,11/6/15 13:49,Queens,QUALITY TRANSPORTATION CO,,0,Yes,No,No,11/6/15 13:49,,11/6/15 13:49,Breakdown,School-Age
2015-2016,1227903,General Ed PM Run,316,X9317,Heavy Traffic,07364,11/6/15 13:25,11/6/15 13:50,Bronx,PIONEER TRANSPORTATION CO,16 minutes,0,Yes,No,No,11/6/15 13:50,,11/6/15 13:50,Running Late,School-Age
2015-2016,1227904,General Ed PM Run,3001,Q9972,Late return from Field Trip,29033,11/6/15 13:30,11/6/15 13:52,Queens,QUALITY TRANSPORTATION CO,,0,Yes,No,No,11/6/15 13:52,,11/6/15 13:52,Running Late,School-Age
2015-2016,1227990,Special Ed AM Run,5822D,X644,Other,09415,11/9/15 6:40,11/9/15 6:47,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,11/9/15 6:47,,11/9/15 6:47,Breakdown,School-Age
2015-2016,1227905,General Ed AM Run,2232,Q2910,Late return from Field Trip,29181,11/6/15 13:50,11/6/15 13:52,Queens,ALLIED TRANSIT CORP.,30-60 min,25,Yes,Yes,No,11/6/15 13:52,,11/6/15 13:52,Running Late,School-Age
2015-2016,1227911,General Ed PM Run,468,X9138,Late return from Field Trip,08036,11/6/15 14:12,11/6/15 14:14,Bronx,PIONEER TRANSPORTATION CO,15 minutes,0,Yes,No,No,11/6/15 14:14,,11/6/15 14:14,Running Late,School-Age
2015-2016,1227912,Special Ed PM Run,5724D,Q638,Won`t Start,25184,11/6/15 14:16,11/6/15 14:18,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,11/6/15 14:18,,11/6/15 14:18,Breakdown,School-Age
2015-2016,1227914,Special Ed PM Run,9401,R052,Late return from Field Trip,31059,11/6/15 14:13,11/6/15 14:23,Staten Island,PIONEER TRANSPORTATION CO,25MINS,0,Yes,No,No,11/6/15 14:23,,11/6/15 14:23,Running Late,School-Age
2015-2016,1227915,Special Ed PM Run,5825D,X575,Late return from Field Trip,07221,11/6/15 14:23,11/6/15 14:27,Bronx,LITTLE RICHIE BUS SERVICE,25,0,Yes,No,No,11/6/15 14:27,,11/6/15 14:27,Running Late,School-Age
2015-2016,1227916,Special Ed AM Run,EL 1014,W670,Heavy Traffic,75841,11/6/15 14:23,11/6/15 14:29,Westchester,ALL COUNTY BUS LLC (B2321,10 min,0,Yes,No,No,11/6/15 14:29,,11/6/15 14:29,Running Late,School-Age
2015-2016,1227917,Special Ed PM Run,586D,X891,Mechanical Problem,11153,11/6/15 14:20,11/6/15 14:33,Bronx,LITTLE LISA BUS CO. INC.,,0,Yes,Yes,No,11/6/15 14:33,,11/6/15 14:34,Breakdown,School-Age
2015-2016,1227918,General Ed PM Run,2857,K9718,Other,"18759,",11/6/15 14:30,11/6/15 14:34,Brooklyn,JOFAZ TRANSPORTATION INC.,45min,0,Yes,Yes,No,11/6/15 14:34,,11/6/15 14:34,Running Late,School-Age
2015-2016,1227919,Special Ed PM Run,829D,Q650,Mechanical Problem,30460,11/6/15 13:50,11/6/15 14:36,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,11/6/15 14:36,,11/6/15 14:36,Breakdown,School-Age
2015-2016,1227920,Special Ed PM Run,56082,M927,Other,02398,11/6/15 14:00,11/6/15 14:37,Manhattan,CONSOLIDATED BUS TRANS. I,20 mins,0,Yes,Yes,Yes,11/6/15 14:37,,11/6/15 14:37,Running Late,School-Age
2015-2016,1227921,Special Ed PM Run,540,P862,Other,26187,11/6/15 14:33,11/6/15 14:37,Queens,HAPPY CHILD TRANS LLC (B2,60 min,2,Yes,Yes,No,11/6/15 14:37,,11/6/15 14:37,Running Late,School-Age
2015-2016,1227922,Special Ed AM Run,148,W676,Mechanical Problem,75955,11/6/15 14:20,11/6/15 14:37,Westchester,MAR-CAN TRANSPORT CO. INC,15/20mins,0,Yes,No,No,11/6/15 14:37,,11/6/15 14:47,Running Late,School-Age
2015-2016,1227923,Special Ed PM Run,4528,M954,Won`t Start,02347,11/6/15 14:33,11/6/15 14:38,Manhattan,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/6/15 14:38,,11/6/15 14:38,Breakdown,School-Age
2015-2016,1227924,Special Ed PM Run,24646,X382,Mechanical Problem,09073,11/6/15 14:30,11/6/15 14:39,Bronx,VAN TRANS LLC (B2192),30 min,15,No,No,Yes,11/6/15 14:39,,11/6/15 14:39,Running Late,School-Age
2015-2016,1227925,Special Ed PM Run,610,P870,Other,30230,11/6/15 14:33,11/6/15 14:39,,HAPPY CHILD TRANS LLC (B2,60 min,2,Yes,Yes,No,11/6/15 14:39,,11/6/15 14:39,Running Late,School-Age
2015-2016,1227929,Special Ed PM Run,624,K024,Delayed by School,17460,11/6/15 14:37,11/6/15 14:44,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",,0,Yes,Yes,No,11/6/15 14:44,,11/6/15 14:44,Running Late,School-Age
2015-2016,1227930,Special Ed AM Run,8995D,P718,Flat Tire,28328,11/6/15 14:35,11/6/15 14:45,Queens,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,11/6/15 14:45,,11/6/15 14:45,Breakdown,School-Age
2015-2016,1227931,Special Ed AM Run,40259,K806,Mechanical Problem,21907,11/6/15 14:40,11/6/15 14:49,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,Yes,No,11/6/15 14:49,,11/6/15 14:49,Breakdown,School-Age
2015-2016,1227933,Special Ed PM Run,568,M689,Heavy Traffic,02611,11/6/15 14:53,11/6/15 14:54,Manhattan,HAPPY CHILD TRANS LLC (B2,60 min,2,Yes,Yes,No,11/6/15 14:54,,11/6/15 14:54,Running Late,School-Age
2015-2016,1227934,General Ed PM Run,12540,K9917,Accident,23848,11/6/15 14:40,11/6/15 14:56,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,No,Yes,11/6/15 14:56,2784166,11/6/15 14:56,Running Late,School-Age
2015-2016,1227935,Special Ed PM Run,588,L836,Other,22902,11/6/15 14:55,11/6/15 14:56,Brooklyn,HAPPY CHILD TRANS LLC (B2,60 min,2,Yes,Yes,No,11/6/15 14:56,,11/6/15 14:56,Running Late,School-Age
2015-2016,1227936,Special Ed PM Run,474D,Q573,Mechanical Problem,27663,11/6/15 14:55,11/6/15 14:58,Queens,LITTLE RICHIE BUS SERVICE,,10,Yes,Yes,No,11/6/15 14:58,,11/6/15 14:58,Breakdown,School-Age
2015-2016,1227937,Special Ed PM Run,10294,K005,Other,13369,11/6/15 14:50,11/6/15 14:59,Brooklyn,"BORO TRANSIT, INC.",30 min,0,Yes,Yes,No,11/6/15 14:59,,11/6/15 14:59,Running Late,School-Age
2015-2016,1215067,Special Ed AM Run,1308,M772,Heavy Traffic,02158,9/16/15 8:34,9/16/15 8:35,Manhattan,LEESEL TRANSP CORP (B2192,20,4,Yes,Yes,No,9/16/15 8:35,,9/16/15 8:35,Running Late,School-Age
2015-2016,1215734,General Ed AM Run,16374,M1079,Mechanical Problem,03895,9/18/15 6:58,9/18/15 7:05,Manhattan,SNT BUS INC,,0,Yes,No,Yes,9/18/15 7:05,,9/18/15 7:14,Breakdown,School-Age
2015-2016,1226016,Special Ed AM Run,20,W983,Heavy Traffic,75908,10/29/15 7:47,10/29/15 7:48,Westchester,MAR-CAN TRANSPORT CO. INC,10 mins,6,Yes,Yes,No,10/29/15 7:48,,10/29/15 7:48,Running Late,School-Age
2015-2016,1227938,Special Ed PM Run,542,L899,Other,14257,11/6/15 14:56,11/6/15 15:01,Brooklyn,HAPPY CHILD TRANS LLC (B2,60 MIN,2,Yes,Yes,No,11/6/15 15:01,,11/6/15 15:01,Running Late,School-Age
2015-2016,1227939,Special Ed PM Run,8919D,X706,Flat Tire,11515,11/6/15 15:13,11/6/15 15:18,Bronx,LITTLE LISA BUS CO. INC.,,0,Yes,Yes,No,11/6/15 15:18,,11/6/15 15:18,Breakdown,School-Age
2015-2016,1227948,Special Ed AM Run,GT1490,Y932,Other,11688,11/9/15 5:42,11/9/15 5:45,Bronx,"DON THOMAS BUSES, INC. (B",45MIN,0,Yes,Yes,Yes,11/9/15 5:45,,11/9/15 5:45,Running Late,School-Age
2015-2016,1227949,Special Ed AM Run,GT 1473,Y888,Other,07697,11/9/15 5:40,11/9/15 5:52,Bronx,"DON THOMAS BUSES, INC. (B",105 MINS,0,Yes,Yes,Yes,11/9/15 5:52,,11/9/15 6:41,Running Late,School-Age
2015-2016,1227950,Special Ed AM Run,37,W705,Other,75442,11/9/15 6:02,11/9/15 6:03,Westchester,MAR-CAN TRANSPORT CO. INC,30 mins,2,Yes,Yes,No,11/9/15 6:03,,11/9/15 7:57,Running Late,School-Age
2015-2016,1227951,Special Ed AM Run,2425,K365,Heavy Traffic,17005,11/9/15 5:56,11/9/15 6:06,Brooklyn,"RELIANT TRANS, INC. (B232",15mins,0,Yes,Yes,Yes,11/9/15 6:06,,11/9/15 6:06,Running Late,School-Age
2015-2016,1227952,Special Ed AM Run,2646,M232,Won`t Start,01188,11/9/15 6:06,11/9/15 6:07,Manhattan,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/9/15 6:07,,11/9/15 6:07,Breakdown,School-Age
2015-2016,1227953,Special Ed AM Run,2418,M998,Heavy Traffic,03408,11/9/15 6:07,11/9/15 6:11,Manhattan,"RELIANT TRANS, INC. (B232",25 MIN,0,No,No,Yes,11/9/15 6:11,,11/9/15 6:11,Running Late,School-Age
2015-2016,1227954,Special Ed AM Run,1503,L028,Flat Tire,21423,11/9/15 5:52,11/9/15 6:13,All Boroughs,"THOMAS BUSES, INC. (B2321",45 MINS,0,Yes,Yes,Yes,11/9/15 6:13,,11/9/15 6:13,Running Late,School-Age
2015-2016,1227955,Special Ed AM Run,2528,K645,Other,20170,11/9/15 6:11,11/9/15 6:13,Brooklyn,"RELIANT TRANS, INC. (B232",30 MIN,0,No,No,Yes,11/9/15 6:13,,11/9/15 6:13,Running Late,School-Age
